,Window,Periods,V16_Return_Pct,V8_Return_Pct,TQQQ_Return_Pct,V16_Minus_V8_pp,V16_Minus_TQQQ_pp,V16_Beats_V8,V16_Beats_TQQQ
0,~1M,1,-7.530985340953588,-7.929531040013571,-15.410268035553488,0.3985456990599823,7.879282694599898,True,True
1,~3M,3,4.5586791687952655,3.794758826032152,1.576048877964964,0.7639203427631136,2.9826302908303015,True,True
2,~6M,6,20.45761282483911,19.579866938504885,17.04861862328835,0.8777458863342247,3.4089942015507635,True,True
3,~12M,12,62.876656720792326,61.92027265430325,44.33759576844156,0.9563840664890799,18.53906095235076,True,True
4,~24M,24,100.60120386205273,95.79377164302609,74.21708378661063,4.807432219026642,26.38412007544211,True,True
5,ALL_COMPLETED,33,336.6713699012365,318.3350042378281,256.3433169300436,18.336365663408394,80.3280529711929,True,True
